Time,Topic,Cluster,Count
2024-01-07,Sports_core1,Sports,100.14901424590337
2024-01-21,Sports_core1,Sports,134.24549877997902
2024-02-04,Sports_core1,Sports,122.76679039166677
2024-02-18,Sports_core1,Sports,82.88442512668584
2024-03-03,Sports_core1,Sports,70.64277591725262
2024-03-17,Sports_core1,Sports,104.92975891291523
2024-03-31,Sports_core1,Sports,139.7607419149826
2024-04-14,Sports_core1,Sports,127.80271424898244
2024-04-28,Sports_core1,Sports,87.28667385398296
2024-05-12,Sports_core1,Sports,75.87578994274541
2024-05-26,Sports_core1,Sports,109.86097469215625
2024-06-09,Sports_core1,Sports,144.14725914425927
2024-06-23,Sports_core1,Sports,132.6450725117064
2024-07-07,Sports_core1,Sports,91.85353209636612
2024-07-21,Sports_core1,Sports,80.19554657991571
2024-08-04,Sports_core1,Sports,114.83131374122767
2024-08-18,Sports_core1,Sports,148.98312873423004
2024-09-01,Sports_core1,Sports,137.6667580300152
2024-09-15,Sports_core1,Sports,97.1551089471071
2024-09-29,Sports_core1,Sports,85.28933081926904
2024-10-13,Sports_core1,Sports,120.43969463067644
2024-10-27,Sports_core1,Sports,154.2192451801844
2024-11-10,Sports_core1,Sports,142.59274229164308
2024-11-24,Sports_core1,Sports,102.00009171389942
2024-12-08,Sports_core1,Sports,90.54970711231205
2024-12-22,Sports_core1,Sports,125.03327677691291
2025-01-05,Sports_core1,Sports,158.94167999710365
2025-01-19,Sports_core1,Sports,147.6851932357403
2025-02-02,Sports_core1,Sports,107.24732456278784
2025-02-16,Sports_core1,Sports,95.62551380473163
2025-03-02,Sports_core1,Sports,129.81948801633112
2025-03-16,Sports_core1,Sports,164.84266152568304
2025-03-30,Sports_core1,Sports,152.5684346628152
2025-04-13,Sports_core1,Sports,112.11020289107672
2025-04-27,Sports_core1,Sports,100.95978540330057
2025-05-11,Sports_core1,Sports,134.63374690500865
2025-05-25,Sports_core1,Sports,169.3496371488318
2025-06-08,Sports_core1,Sports,156.9845827930727
2025-06-22,Sports_core1,Sports,117.02906035509396
2025-07-06,Sports_core1,Sports,105.77208030043033
2024-01-07,Sports_core2,Sports,124.97027731552778
2024-01-21,Sports_core2,Sports,134.85881440447437
2024-02-04,Sports_core2,Sports,111.02397209387176
2024-02-18,Sports_core2,Sports,78.16093154979404
2024-03-03,Sports_core2,Sports,69.74903948277237
2024-03-17,Sports_core2,Sports,95.72538015889336
2024-03-31,Sports_core2,Sports,130.61054571024124
